,WAP013,WAP014,WAP023,WAP024,WAP027,WAP028,WAP029,WAP030,WAP031,WAP032,WAP033,WAP034,WAP035,WAP036,WAP039,WAP040,WAP041,WAP042,WAP043,WAP047,WAP048,WAP051,WAP052,WAP057,WAP058,WAP061,WAP062,WAP069,WAP070,WAP074,WAP077,WAP078,WAP081,WAP084,WAP085,WAP087,WAP098,WAP099,WAP132,WAP142,WAP143,WAP155,WAP156,WAP160,WAP161,WAP162,WAP224,WAP225,WAP248,WAP253,WAP268,WAP294,WAP303,WAP323,WAP360,WAP452,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
554,-85,100,100,100,-79,-76,100,100,100,100,100,100,-64,-67,100,100,100,100,-67,100,100,-55,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-58,100,100,100,-70,-67,100,100,100,100,100,100,100,-82,100,100,-7609.2545742675675,4864978.383419796,3,0,0,0,0,12,1380872925
555,-61,-65,-70,-69,100,100,-75,-85,100,100,100,100,100,100,-70,-68,-74,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-59,-56,100,-85,-85,-66,100,-65,-68,-71,100,100,100,100,-7661.930788167413,4864937.990775329,1,0,0,0,0,20,1380872931
556,100,100,100,100,-80,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,-91,-61,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,100,-7639.7358565852355,4864958.073499493,0,0,0,0,0,21,1380872933
558,-85,100,100,100,-79,-76,100,100,100,100,100,100,-49,-49,100,100,100,100,-79,100,100,-61,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-40,-40,100,100,100,-70,-85,100,100,-73,100,100,100,100,-82,100,100,-7602.8890800006675,4864981.617279997,3,0,0,0,0,12,1380872938
559,100,100,-82,-83,100,100,-86,100,100,100,100,100,100,100,-56,-53,-73,-72,100,-82,-75,100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,-72,-73,-69,100,100,100,-78,100,-79,-79,-75,100,100,100,100,-7687.776423070576,4864929.510186565,1,0,0,0,0,20,1380872939
561,100,100,100,100,100,100,100,100,-76,-70,100,100,100,100,100,100,100,100,-48,100,100,-56,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-65,100,100,100,-76,-78,-83,100,100,100,-75,100,100,-75,100,100,-7637.4020340768175,4864994.397224741,3,0,0,0,0,4,1380872951
564,100,100,100,100,100,100,100,100,100,100,100,100,-64,-64,100,100,100,100,-79,100,100,-79,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-46,-40,100,100,100,100,-85,100,100,-67,100,100,100,100,100,100,100,-7594.170226581782,4864982.24056738,3,0,0,0,0,12,1380872956
565,100,100,100,100,-61,-74,100,100,-65,-67,-48,-48,-74,-74,100,100,100,100,100,100,-86,-68,-66,-85,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-64,-50,100,100,100,100,100,100,100,100,-55,-7638.178664941463,4864997.626503283,1,0,0,0,0,20,1380872969
566,-61,-65,-70,-89,100,100,-75,-85,100,100,100,100,100,100,-49,-59,-75,-71,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,-59,-74,-66,100,-85,-85,-66,100,-65,-83,-71,100,-81,100,100,-7680.617859457254,4864932.358724357,1,0,0,0,0,20,1380872971
568,100,-90,-82,-83,100,100,-86,100,100,100,100,100,100,100,-54,-52,-73,-72,100,-82,-75,100,100,100,100,100,100,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,-73,-73,-69,100,100,100,-82,100,-86,-79,-75,100,100,100,100,-7683.869673322762,4864929.933721819,1,0,0,0,0,20,1380872974
569,100,100,100,100,-85,100,100,100,100,100,100,100,-76,-70,100,100,100,100,-79,100,100,-76,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-52,100,100,100,100,100,100,100,-61,100,100,100,100,100,100,100,-7587.212400000542,4864986.707500005,3,0,0,0,0,12,1380872976
571,100,100,100,100,100,100,100,100,-62,-62,-78,-80,100,100,100,100,100,100,-39,100,100,-62,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-79,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,-7639.759229676641,4865007.284228645,3,0,0,0,0,4,1380872978
572,-72,-73,-90,100,100,100,-79,-78,-90,100,100,100,100,100,100,100,-54,-54,-89,-80,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-72,-77,100,100,100,-84,100,-90,-83,-84,100,-82,100,100,-7662.447200000285,4864933.772100002,2,0,0,0,0,9,1380872979
573,-54,-54,100,100,100,100,-87,-87,100,100,100,100,100,100,100,100,-74,-75,100,-64,-64,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,-79,-64,-88,100,100,100,100,100,100,100,100,100,-76,100,-82,-7661.257266667983,4864939.065500001,3,0,0,0,0,15,1380872991
574,-72,-73,-90,100,100,100,-85,-87,-92,-90,100,100,100,100,-73,-71,-49,-49,-89,-70,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-78,-84,100,100,100,-84,100,-90,-83,-82,100,-83,100,100,-7673.4352917729675,4864934.636708568,2,0,0,0,0,9,1380873000
575,100,100,100,100,100,100,100,100,-74,-76,100,100,100,100,100,100,100,100,-54,100,100,-67,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-80,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,-7642.3063612678325,4865016.652208913,3,0,0,0,0,4,1380873012
577,100,100,100,100,100,100,-94,-88,-90,-93,100,100,100,100,-64,-68,-56,-54,100,-69,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-88,-88,100,100,100,100,100,100,100,-82,100,-84,100,100,-7684.867957990277,4864930.973256282,2,0,0,0,0,9,1380873021
578,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,-50,-55,-75,-71,100,-85,-81,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,-77,-79,-64,100,100,100,-83,100,-82,-83,100,100,-81,100,100,-7682.793649999425,4864931.400649991,1,0,0,0,0,20,1380873022
579,-73,-73,100,100,100,100,-87,-87,100,100,100,100,100,100,-81,-79,-74,-75,100,-35,-35,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,-79,-64,-88,100,100,100,100,100,100,100,100,100,-76,100,-82,-7675.552088155443,4864931.159759876,3,0,0,0,0,15,1380873026
581,100,100,100,100,100,100,-94,-88,-90,-93,100,100,100,100,-76,-75,-63,-61,100,-84,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-88,100,100,100,100,100,100,100,100,100,-84,100,100,-7690.500866667679,4864927.699600001,2,0,0,0,0,9,1380873034
582,100,100,100,100,100,100,100,100,-52,-52,-83,100,100,100,100,100,100,100,-38,100,100,-70,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-86,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,-7641.599247100243,4865008.686724563,3,0,0,0,0,4,1380873039
584,100,-90,-83,-83,100,100,-86,100,100,100,100,100,100,100,-53,-47,-81,-72,100,-82,-75,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,-82,-81,-68,100,100,100,-82,100,-86,-79,-75,100,100,100,100,-7682.894311110594,4864931.5375222135,1,0,0,0,0,20,1380873044
585,100,-82,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,-81,100,100,-57,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-83,100,100,100,100,-84,100,100,-94,100,100,-93,100,-95,100,100,-7628.522900736575,4864978.183630536,3,0,0,0,0,21,1380873050
587,100,100,-92,-86,-55,-54,100,100,-71,100,-71,-71,-67,-66,100,100,100,100,100,100,100,-79,-81,-61,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-86,100,100,100,-64,-64,-75,100,100,100,100,-76,100,-90,100,-68,-7600.121737446621,4864980.279765363,1,0,0,0,0,20,1380873055
589,100,100,-87,-86,100,100,-90,-89,100,100,100,100,100,100,-57,-60,-80,-81,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,-73,-80,-74,100,100,100,-86,100,-86,-69,100,100,-72,100,100,-7692.256449733903,4864929.11603139,1,0,0,0,0,20,1380873057
591,100,100,-83,-83,100,100,100,100,-87,100,100,100,100,100,-66,-67,-88,-89,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,-90,-89,-80,100,100,100,100,100,100,100,-87,100,100,100,-90,-7688.833099806714,4864932.1002575485,1,0,0,0,0,20,1380873068
592,-57,-58,-87,100,100,100,-76,-77,100,-92,100,100,100,100,-63,-65,-62,-63,100,-75,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-62,-83,100,100,100,-74,100,-77,100,100,100,100,100,100,-7646.699900001286,4864925.041099999,2,0,0,0,0,9,1380873069
593,100,100,-92,-86,-47,-47,100,-83,100,100,-81,-80,-60,-59,100,100,100,100,100,100,100,-79,-81,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-78,100,100,100,-70,-72,-77,100,100,100,100,100,100,100,100,100,-7597.501729793644,4864981.684441152,1,0,0,0,0,20,1380873073
594,100,100,-83,-83,100,100,100,100,-87,100,100,100,100,100,-75,-61,-88,-89,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,-90,-89,-86,100,100,100,100,100,100,100,-87,100,100,100,-90,-7690.253860628972,4864934.983388675,1,0,0,0,0,20,1380873079
595,100,100,100,100,100,100,100,100,-56,-56,100,-74,100,100,100,100,100,100,-41,100,100,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,100,100,100,100,100,100,100,-73,100,100,100,100,100,100,100,-7637.577038416049,4865001.426795051,3,0,0,0,0,4,1380873080
596,100,-82,100,100,100,100,100,100,-76,-77,100,100,100,100,100,100,100,100,-56,100,100,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-84,100,100,100,100,-84,100,100,-93,100,-86,-93,100,-89,100,100,-7637.100392496527,4864995.3185241185,3,0,0,0,0,21,1380873084
597,-79,-80,-71,-72,100,100,-57,-58,100,-92,100,100,100,100,100,100,-77,-78,100,-75,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-74,-83,100,100,100,-80,100,-79,100,100,100,100,100,100,-7640.669510230892,4864919.60737628,2,0,0,0,0,9,1380873090
598,-79,-79,100,100,100,100,100,100,100,100,100,100,100,100,-81,-79,-73,-73,100,-57,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7688.654502890877,4864928.178475029,3,0,0,0,0,15,1380873090
599,100,100,100,100,-85,100,100,100,100,-70,100,100,-76,-79,100,100,100,100,-46,100,100,-61,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-61,100,100,100,-70,-70,100,100,-61,100,-82,100,100,100,100,100,-7631.671398190359,4864981.898160866,3,0,0,0,0,12,1380873101
601,100,100,100,100,100,100,100,100,-76,-76,100,100,100,100,100,100,100,100,-55,100,100,-79,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-84,100,100,100,100,100,100,100,-93,100,-86,100,100,-89,100,100,-7642.3340430945445,4865014.127306218,3,0,0,0,0,21,1380873112
603,100,100,-76,-76,100,100,-51,-51,100,100,100,100,100,100,100,100,100,-87,100,-92,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,-7637.13640000139,4864898.433485708,2,0,0,0,0,9,1380873118
604,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,-66,100,100,-66,100,-85,-7635.627941694752,4864966.48143258,3,0,0,0,0,4,1380873124
605,100,100,100,100,100,100,100,100,-64,-64,-76,-76,100,-79,100,100,100,100,-40,100,100,-79,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-79,100,100,100,-70,-70,100,100,100,100,-76,100,100,-76,100,100,-7637.78295181145,4865000.138521517,3,0,0,0,0,12,1380873125
607,100,100,100,100,100,100,100,100,-70,-67,-76,-76,100,100,100,100,100,100,-58,100,100,-64,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-76,100,100,100,100,100,100,100,-67,100,-64,100,100,-67,100,100,-7642.56660208688,4865016.274660462,3,0,0,0,0,12,1380873150
608,100,100,100,100,100,-92,100,100,-76,-76,100,100,100,-87,100,100,100,100,-90,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-57,100,100,100,-86,-87,100,100,100,100,100,100,100,100,100,100,-7609.021200001241,4864977.4729999965,3,0,0,0,0,21,1380873158
610,-62,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,-84,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-81,100,100,100,100,100,100,100,100,100,100,-84,100,100,-7647.731499999762,4864945.488799991,3,0,0,0,0,4,1380873163
611,100,100,100,100,100,100,100,100,-64,-67,100,-79,100,100,100,100,100,100,-43,100,100,-70,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-85,100,100,100,100,100,100,100,-67,100,-64,-73,100,-67,100,100,-7641.187289714304,4865006.3455730025,3,0,0,0,0,12,1380873169
612,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,100,100,100,100,100,-7688.907602439012,4864932.300808841,0,0,0,0,0,20,1380873169
614,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-84,100,100,100,100,-90,100,100,100,100,100,-7634.408182257251,4864967.381029549,2,0,0,0,0,9,1380873185
616,100,100,100,100,100,-92,100,100,100,100,100,100,-66,-68,100,100,100,100,-82,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-44,-44,100,100,100,-86,-93,100,100,-86,100,100,100,100,100,100,100,-7592.867184656054,4864983.395044902,3,0,0,0,0,21,1380873189
618,100,100,-90,-87,100,100,100,100,100,100,100,100,100,100,-86,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7689.724259988694,4864934.487193794,0,0,0,0,0,20,1380873199
620,-73,-73,-69,-69,100,100,100,100,100,100,100,100,100,100,-64,-64,-74,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-58,-57,100,100,100,-66,100,-67,-74,-88,100,-72,100,100,-7660.281594425829,4864937.493761014,1,0,0,0,0,20,1380873213
621,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,-77,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,100,100,100,100,100,100,100,100,100,-92,100,100,100,-94,100,100,-93,100,100,100,100,100,100,-7685.814778262636,4864929.867593989,0,0,0,0,0,20,1380873213
622,100,100,100,100,100,100,100,100,-79,-82,100,100,-75,-70,100,100,100,100,-65,100,100,-62,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-66,100,100,100,-82,-82,100,100,100,100,-81,100,100,100,100,-84,-7631.058458810804,4864989.369774939,3,0,0,0,0,15,1380873218
623,100,100,100,100,100,100,100,100,-73,-73,100,-85,100,100,100,100,100,100,-52,100,100,-49,-46,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,100,-76,100,100,-82,100,100,100,100,100,100,100,-7634.1447798421095,4864986.436459383,3,0,0,0,0,12,1380873219
625,100,100,100,100,100,100,100,100,-76,-76,100,100,-64,-68,100,100,100,100,100,100,100,-70,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,-74,-73,100,100,100,100,100,100,100,100,100,100,-7616.128433470197,4864977.143251176,2,0,0,0,0,9,1380873232
626,100,100,100,100,100,100,100,100,100,100,100,100,-84,-85,100,100,100,100,-82,100,100,-78,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-62,100,100,100,100,-93,100,100,-86,100,100,100,100,100,100,100,-7588.433236261526,4864980.975214446,3,0,0,0,0,21,1380873233
627,-85,-86,-83,-84,100,100,-59,-59,100,100,100,100,100,100,100,100,100,100,100,-88,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-95,100,100,100,100,100,100,-7639.166702848139,4864913.052302926,3,0,0,0,0,2,1380873235
628,-52,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-76,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,-86,100,100,-84,100,100,100,100,100,100,-74,100,-88,-7659.833353478085,4864938.750649224,3,0,0,0,0,4,1380873243
629,-73,-78,-69,-69,100,100,-81,-83,100,100,-88,100,100,100,-46,-46,-61,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,100,100,100,100,100,100,100,100,-59,-58,-51,100,-85,-80,-69,100,-70,-72,100,100,-57,100,100,-7666.181003664909,4864936.7740493035,1,0,0,0,0,20,1380873246
630,-75,-72,-78,-78,100,100,-91,100,100,100,100,100,100,100,-82,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,100,100,100,100,100,100,100,100,-59,-59,-87,100,100,100,-73,100,-72,100,100,100,100,100,100,-7661.067514217153,4864937.401233316,0,0,0,0,0,20,1380873246
633,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-46,100,100,100,100,100,100,100,100,-70,-75,-75,100,100,-94,100,100,-89,100,100,100,100,100,100,-7674.583597540925,4864934.306738806,0,0,0,0,0,20,1380873251
634,-75,-84,-74,-75,100,100,-81,-83,100,100,100,100,100,100,-47,-45,-72,-69,100,-76,-80,100,100,100,100,100,100,100,100,100,100,100,-63,100,100,100,100,100,100,100,100,-60,-61,-60,100,-85,100,-71,100,-72,-55,-68,100,-57,100,-88,-7676.41943999976,4864934.719339994,1,0,0,0,0,20,1380873253
635,-91,100,100,100,-72,-71,100,100,-76,-76,100,100,-54,-52,100,100,100,100,100,100,100,-87,-87,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,-83,-82,100,100,100,100,100,100,100,100,100,100,-7600.791219984823,4864980.85025873,2,0,0,0,0,9,1380873256
636,100,100,100,100,-86,-87,100,100,-90,-91,100,100,-61,-60,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-86,100,100,100,-89,-87,100,100,-84,100,100,100,100,100,100,100,-7587.539083333687,4864986.61385,2,0,0,0,0,21,1380873261
637,100,100,100,100,100,-86,100,100,-84,-83,100,100,-84,-70,100,100,100,100,-57,100,100,-55,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,-84,-7618.987409900411,4864974.603576658,3,0,0,0,0,15,1380873263
638,-84,-82,-95,-97,100,100,-85,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7637.001561150843,4864905.619766251,3,0,0,0,0,2,1380873265
640,-91,100,100,100,-88,-71,100,100,100,100,100,100,-55,-57,100,100,100,100,100,100,100,-87,-87,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,-86,-82,100,100,-85,100,100,100,100,100,100,100,-7593.080184651676,4864982.770959365,2,0,0,0,0,9,1380873273
642,-69,-70,-71,-71,100,100,-91,100,100,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,100,100,100,100,100,100,100,100,-63,-64,-72,100,100,-94,-68,100,-73,100,100,100,100,100,100,-7661.394255940811,4864936.598143041,0,0,0,0,0,20,1380873279
643,-77,-77,100,-95,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,-97,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7636.894637501333,4864897.589675004,3,0,0,0,0,2,1380873281
644,100,100,100,100,-81,-83,100,100,100,100,100,100,-59,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-86,100,100,100,-86,100,100,100,-78,100,100,100,100,100,100,100,-7587.788900000208,4864986.542235295,2,0,0,0,0,9,1380873284
645,100,100,100,100,-67,-67,100,100,-90,-95,100,100,-54,-52,100,100,100,100,100,100,100,100,-86,-87,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-83,100,100,100,-89,-88,100,100,-81,100,100,100,100,100,100,100,-7601.1522262700655,4864980.745515642,2,0,0,0,0,21,1380873289
646,-78,-75,-79,-80,100,100,-91,100,100,100,100,100,100,100,-82,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,-63,-65,-80,100,100,-94,-76,100,-77,100,100,100,100,100,100,-7651.99609019241,4864934.519715802,0,0,0,0,0,20,1380873292
648,-75,-84,-74,-75,100,100,-91,100,100,100,100,100,100,100,-56,-52,-82,-74,100,-76,-80,100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,-60,-81,-70,100,100,100,-71,100,-72,100,-68,100,100,100,100,-7684.455307129579,4864930.915722013,1,0,0,0,0,20,1380873299
649,100,100,100,100,100,-86,100,100,-84,-83,100,100,-84,100,100,100,100,100,-57,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,100,-7631.911033387334,4864965.831586113,3,0,0,0,0,15,1380873300
650,-60,-59,100,100,100,100,-93,-90,100,100,100,100,100,100,100,100,-66,-68,100,-53,-52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,-70,100,100,-78,100,100,-7674.8219954399865,4864934.582668956,3,0,0,0,0,4,1380873302
651,-90,-75,-79,-80,100,100,-91,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,-90,100,-90,-90,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,-63,-65,-80,-92,100,-83,-76,100,-77,-89,100,100,-83,100,-88,-7645.8595142795875,4864945.18778203,0,0,0,0,0,20,1380873312
